Age,Gender,Education Level,Job Title,Years of Experience,Salary
27,Female,Bachelor's,DevOps Engineer,4.6,72700
25,Female,Bachelor's,Business Intelligence Analyst,4.1,72200
24,Male,Master's,System Administrator,4.3,76400
33,Male,Bachelor's,Solutions Architect,12.2,149100
22,Male,Bachelor's,Web Developer,3.1,54600
22,Male,Master's,Data Analyst,2.9,69600
26,Female,PhD,Senior System Administrator,6.6,117200
27,Male,Bachelor's,Software Test Engineer,5.3,81500
30,Female,Master's,Senior Full Stack Developer,8.7,130000
27,Male,Bachelor's,Senior Data Analyst,6.7,95500
22,Male,Bachelor's,Database Administrator,3.7,64200
31,Male,Master's,Solutions Architect,12.1,153300
21,Male,Master's,Data Analyst,2.2,54000
28,Male,Bachelor's,Platform Engineer,6.0,80600
21,Male,Bachelor's,Junior Cloud Support Engineer,0.4,30500
25,Female,Bachelor's,UI/UX Designer,3.4,59900
31,Female,Master's,Senior Backend Developer,10.2,142900
37,Female,PhD,Lead DevOps Engineer,14.0,183600
25,Female,PhD,Cybersecurity Analyst,2.7,67500
21,Male,Bachelor's,Junior UI/UX Designer,0.9,35500
24,Female,Master's,Junior System Administrator,1.3,40200
34,Female,Bachelor's,Senior Cloud Engineer,11.5,162200
25,Male,Master's,Technical Support Engineer,5.1,81200
24,Male,Master's,Junior Data Analyst,1.6,45200
27,Male,Bachelor's,Machine Learning Engineer,7.8,110600
24,Male,Bachelor's,Cloud Support Engineer,3.1,64700
21,Female,Bachelor's,Junior QA Tester,0.6,31900
26,Male,Master's,Business Intelligence Analyst,4.9,86800
30,Female,Master's,Information Security Analyst,7.6,115200
23,Female,Bachelor's,Data Analyst,3.1,63000
38,Male,Master's,Database Manager,15.4,181700
20,Male,Master's,Junior System Administrator,1.3,36800
24,Female,Master's,IT Business Analyst,2.5,53100
48,Female,Bachelor's,Director of Data Science,26.5,239700
23,Male,Master's,Junior Network Technician,0.9,40300
50,Female,Master's,Director of IT,28.8,287300
28,Female,Master's,Senior Mobile App Developer,9.1,126000
38,Female,Master's,Lead DevOps Engineer,16.4,189800
38,Female,PhD,Director of Engineering,18.9,220900
40,Male,Master's,Director of Cybersecurity,20.6,222400
23,Male,Bachelor's,Frontend Developer,4.3,73400
27,Male,Master's,Cybersecurity Analyst,4.6,80600
20,Female,Master's,Junior Software Developer,0.8,38200
23,Male,PhD,IT Business Analyst,3.6,70000
23,Male,PhD,Junior Network Technician,0.5,32700
25,Male,Master's,UI/UX Designer,5.0,88600
24,Male,PhD,IT Support Technician,1.8,50700
27,Female,Master's,Backend Developer,5.5,95400
21,Male,PhD,Help Desk Technician,0.2,32900
24,Female,Bachelor's,Junior Mobile App Developer,1.9,42800
26,Female,Bachelor's,Frontend Developer,5.7,88600
24,Male,Master's,Junior Database Administrator,1.4,45100
45,Female,Master's,Director of IT,23.5,245700
22,Male,Bachelor's,DevOps Engineer,2.3,55900
20,Male,Bachelor's,Junior Web Developer,0.7,31700
22,Male,Bachelor's,Backend Developer,2.1,46800
35,Male,Master's,Lead Software Engineer,13.1,165600
24,Male,Master's,IT Consultant,5.3,90600
30,Male,Bachelor's,Senior Network Engineer,10.3,137100
31,Male,Bachelor's,Senior QA Engineer,9.0,117900
34,Female,PhD,Principal Engineer,11.4,151600
24,Female,Bachelor's,Database Administrator,4.5,73900
28,Male,Master's,Information Security Analyst,6.6,94800
20,Female,Bachelor's,Junior Business Intelligence Analyst,0.1,27100
25,Female,Bachelor's,Software Engineer,5.7,84100
23,Female,Bachelor's,Junior Web Developer,1.6,41100
26,Female,Bachelor's,Senior Frontend Developer,6.6,93800
32,Female,Bachelor's,Solutions Architect,11.2,139600
23,Male,Bachelor's,Web Developer,3.2,62300
20,Female,Master's,Junior QA Tester,1.6,43000
23,Male,Bachelor's,Help Desk Technician,1.6,43100
27,Male,Bachelor's,Senior Frontend Developer,6.6,92300
30,Female,PhD,Senior Web Developer,11.1,163300
33,Female,Bachelor's,Principal Engineer,12.5,150200
31,Male,Master's,Machine Learning Engineer,10.4,156600
30,Female,PhD,Senior System Administrator,7.2,110600
23,Male,Bachelor's,Junior Cybersecurity Analyst,0.9,36000
20,Male,Master's,Junior QA Tester,0.3,31600
23,Male,PhD,IT Business Analyst,4.5,90300
25,Male,Master's,Software Test Engineer,3.5,71000
31,Female,Master's,Senior QA Engineer,11.7,163700
25,Male,Bachelor's,Software Engineer,5.8,91300
26,Female,Master's,Cloud Support Engineer,4.4,83200
28,Female,Bachelor's,Business Intelligence Analyst,6.0,95300
22,Female,Master's,Technical Support Engineer,2.2,47200
20,Male,Bachelor's,Junior Web Developer,0.8,32300
26,Female,PhD,Web Developer,5.2,94400
20,Female,Master's,Trainee Software Engineer,0.6,33500
34,Male,Bachelor's,Senior Full Stack Developer,11.2,146200
33,Male,Master's,Senior Mobile App Developer,11.4,159600
26,Male,Bachelor's,Software Engineer,3.6,65900
22,Female,Bachelor's,Junior DevOps Engineer,0.9,37300
30,Female,Master's,Senior UI/UX Designer,8.4,123300
27,Male,PhD,Backend Developer,5.8,104200
24,Female,Master's,QA Engineer,3.1,63200
27,Male,Bachelor's,Frontend Developer,5.8,86800
34,Female,Master's,Infrastructure Manager,12.2,151800
33,Male,Master's,Senior Web Developer,11.8,161100
25,Male,Bachelor's,Backend Developer,2.8,60300
25,Male,Master's,Cloud Support Engineer,3.7,75500
21,Female,Bachelor's,Cloud Support Engineer,2.6,57300
19,Female,Master's,Junior Network Technician,0.2,28800
30,Female,Master's,Senior Cybersecurity Analyst,11.0,149900
26,Male,Bachelor's,Frontend Developer,5.8,80900
22,Female,Bachelor's,Junior UI/UX Designer,0.8,35000
24,Male,Master's,Business Intelligence Analyst,3.9,80500
25,Female,Bachelor's,Junior QA Tester,2.0,46600
25,Male,Bachelor's,Full Stack Developer,5.1,83500
22,Female,Bachelor's,Junior Web Developer,0.0,24500
26,Male,Bachelor's,System Administrator,2.9,65100
21,Male,Bachelor's,Junior Cloud Support Engineer,1.5,39200
33,Female,Master's,Lead Data Engineer,13.2,157100
22,Male,Bachelor's,Full Stack Developer,3.1,61000
40,Female,Master's,Principal Cloud Architect,17.0,184800
28,Female,Master's,Senior Data Engineer,8.1,122400
22,Male,Bachelor's,IT Support Technician,1.8,44300
23,Male,PhD,Mobile App Developer,3.0,74200
26,Female,Bachelor's,Mobile App Developer,4.7,79400
32,Male,Master's,Site Reliability Engineer,10.2,148900
27,Male,PhD,IT Business Analyst,3.9,76500
21,Male,Bachelor's,Cybersecurity Analyst,2.3,53100
26,Male,Bachelor's,Data Analyst,4.9,82600
22,Female,Master's,Help Desk Technician,1.1,38500
23,Female,Bachelor's,Junior System Administrator,1.2,38300
33,Male,PhD,Engineering Manager,13.3,175100
22,Female,Bachelor's,Web Developer,3.0,59900
21,Female,Master's,Junior Business Intelligence Analyst,0.3,33000
21,Female,PhD,Trainee Software Engineer,0.0,28600
40,Female,PhD,Director of IT,17.7,222100
24,Male,Bachelor's,Business Intelligence Analyst,4.8,73900
24,Female,Master's,Junior QA Tester,1.3,41500
19,Male,Master's,Junior Network Technician,0.5,33900
25,Female,Bachelor's,Backend Developer,3.5,62300
26,Male,Bachelor's,Database Administrator,4.3,72300
26,Male,Master's,System Administrator,5.7,95900
20,Female,PhD,Junior Cybersecurity Analyst,0.2,35800
25,Male,Bachelor's,UI/UX Designer,4.8,79700
31,Female,Master's,Senior System Administrator,8.7,122500
30,Male,Bachelor's,Senior System Administrator,10.8,145900
34,Male,Bachelor's,Senior Mobile App Developer,11.4,155000
26,Female,Bachelor's,Technical Support Engineer,5.4,90500
27,Male,Master's,Senior System Administrator,7.7,114900
20,Female,Bachelor's,Junior QA Tester,0.3,29600
24,Male,Master's,Cloud Support Engineer,3.4,72600
37,Male,Master's,Lead Data Engineer,14.6,174500
33,Female,PhD,QA Manager,13.6,184900
24,Male,Master's,Technical Support Engineer,2.3,58900
25,Female,Bachelor's,Network Engineer,2.8,60500
31,Male,Master's,IT Project Manager,9.5,137400
22,Female,Bachelor's,IT Consultant,3.0,58700
35,Female,Bachelor's,Lead Data Engineer,14.2,163200
30,Male,Master's,Senior System Administrator,9.1,128700
30,Female,Master's,Information Security Analyst,7.5,115600
29,Female,Master's,Senior Web Developer,7.6,131500
25,Female,Master's,Mobile App Developer,5.8,89300
30,Female,Bachelor's,Senior Backend Developer,8.5,120700
25,Male,Bachelor's,DevOps Engineer,3.6,64200
23,Male,Master's,DevOps Engineer,3.7,70200
19,Female,Bachelor's,IT Support Technician,0.6,31100
30,Female,Bachelor's,Senior Data Analyst,8.2,113400
22,Male,Master's,Junior System Administrator,1.3,41500
24,Male,Master's,Junior DevOps Engineer,1.5,44600
29,Male,PhD,Lead DevOps Engineer,10.2,140000
31,Female,Bachelor's,Senior System Administrator,10.9,145200
21,Male,Bachelor's,IT Business Analyst,2.4,55600
33,Female,Master's,Principal Engineer,10.4,141300
28,Male,Master's,Senior System Administrator,9.1,129700
29,Male,Bachelor's,IT Business Analyst,6.0,94700
49,Female,PhD,VP of Data & Analytics,29.9,307500
32,Male,Master's,Lead Data Engineer,12.1,148400
23,Male,Master's,Junior Mobile App Developer,1.1,40300
30,Male,Bachelor's,Senior Web Developer,8.3,110400
24,Male,Master's,Technical Support Engineer,3.4,70600
22,Female,Bachelor's,Junior QA Tester,1.9,44800
43,Male,Master's,VP of Engineering,21.6,218700
22,Female,Bachelor's,Data Analyst,2.3,52900
20,Male,Bachelor's,Junior Database Administrator,1.7,42800
28,Female,Bachelor's,Senior Backend Developer,7.0,98300
27,Female,Bachelor's,Business Intelligence Analyst,4.8,78600
26,Male,Bachelor's,Web Developer,3.6,68100
37,Male,Master's,IT Program Manager,14.5,181300
22,Male,Master's,Trainee Software Engineer,1.9,46500
24,Male,Master's,Automation Engineer,2.2,51800
22,Female,Master's,Automation Engineer,2.0,55500
25,Male,Bachelor's,Technical Support Engineer,3.2,59500
32,Female,Master's,Network Manager,13.0,155300
20,Female,Master's,IT Support Technician,0.8,39600
26,Female,Master's,Full Stack Developer,3.8,77100
23,Female,Master's,Help Desk Technician,0.6,34700
26,Male,PhD,IT Consultant,4.2,83200
34,Male,Bachelor's,Solutions Architect,11.2,135100
34,Female,Master's,Technical Program Manager,14.2,165200
34,Female,Master's,Technical Program Manager,13.9,167900
26,Male,Bachelor's,QA Engineer,5.6,83300
47,Female,Master's,Director of Cybersecurity,27.5,274800
23,Female,Master's,Cybersecurity Analyst,3.8,68700
29,Male,Master's,Senior Database Administrator,10.6,153300
25,Female,Bachelor's,IT Consultant,3.3,61600
27,Male,Bachelor's,Senior Full Stack Developer,7.3,92900
26,Female,Bachelor's,Senior Data Engineer,7.7,101700
21,Female,Bachelor's,Junior QA Tester,1.2,36900
38,Female,PhD,Engineering Manager,17.9,214100
29,Male,Bachelor's,Senior Data Analyst,7.1,107300
21,Female,Master's,Trainee Software Engineer,1.4,40700
35,Male,Master's,Lead Data Engineer,14.8,176000
24,Female,Bachelor's,UI/UX Designer,5.1,81700
26,Male,Master's,Business Intelligence Analyst,5.6,92700
29,Female,PhD,Cloud Solutions Architect,7.7,124900
24,Male,Master's,Junior Mobile App Developer,1.5,43300
22,Female,Bachelor's,Junior Cloud Support Engineer,0.6,30400
19,Male,Bachelor's,Junior Database Administrator,0.6,31300
24,Female,Bachelor's,Cybersecurity Analyst,2.6,54500
37,Female,Master's,Solutions Architect,17.7,197300
32,Male,Bachelor's,Senior Full Stack Developer,10.4,131200
44,Male,PhD,Director of IT,25.0,253400
29,Female,Master's,Senior Backend Developer,10.2,138200
20,Female,Bachelor's,Junior Network Technician,0.9,35500
24,Male,Master's,IT Support Technician,1.1,44400
22,Male,Master's,Junior DevOps Engineer,0.3,31400
20,Female,Bachelor's,Junior Data Analyst,1.5,40200
21,Male,Master's,Junior Software Developer,1.3,41200
25,Male,Bachelor's,Cybersecurity Analyst,5.4,82400
27,Male,Bachelor's,System Administrator,5.1,78100
27,Female,Bachelor's,Mobile App Developer,5.1,78700
23,Female,Master's,Help Desk Technician,1.7,47100
34,Female,PhD,Senior Data Analyst,10.8,158800
21,Male,Bachelor's,Junior Business Intelligence Analyst,1.2,37300
23,Male,Master's,Frontend Developer,3.1,59200
32,Male,Master's,Senior UI/UX Designer,8.8,124600
25,Female,Master's,QA Engineer,5.4,83800
35,Female,Bachelor's,Chief Technology Officer,15.4,171200
31,Female,Master's,Data Engineer,10.6,144300
26,Female,Bachelor's,IT Consultant,3.9,72300
20,Female,Bachelor's,Junior DevOps Engineer,0.5,29500
28,Male,Bachelor's,Data Scientist,6.1,85900
29,Female,Bachelor's,Information Security Analyst,9.2,104200
19,Female,Bachelor's,Junior Web Developer,0.3,28400
27,Female,Master's,Frontend Developer,4.9,85700
21,Female,Bachelor's,Junior Web Developer,0.5,31800
36,Female,Master's,Technical Program Manager,15.2,181900
19,Female,Bachelor's,Junior Network Technician,0.7,34400
19,Male,Bachelor's,Junior UI/UX Designer,0.1,28400
34,Female,Master's,Lead DevOps Engineer,13.5,165600
23,Female,Bachelor's,Junior Business Intelligence Analyst,1.8,47500
33,Female,PhD,Engineering Manager,12.9,174200
27,Female,PhD,Senior QA Engineer,6.5,115800
21,Male,Master's,Junior Business Intelligence Analyst,1.2,40500
23,Female,Bachelor's,Junior Cybersecurity Analyst,0.9,38400
24,Female,Bachelor's,UI/UX Designer,2.2,56100
24,Female,Bachelor's,Automation Engineer,2.2,58000
22,Female,Bachelor's,Junior Software Developer,1.9,43700
29,Male,Master's,Senior QA Engineer,6.8,95300
25,Female,PhD,Data Engineer,6.1,103400
20,Male,Bachelor's,Junior Data Analyst,0.2,27100
23,Male,Master's,Junior Cloud Support Engineer,1.6,47100
24,Female,Bachelor's,Mobile App Developer,2.2,51400
29,Female,Bachelor's,UI/UX Designer,5.6,91100
22,Female,Bachelor's,Cloud Support Engineer,2.2,49000
26,Female,Master's,Cloud Support Engineer,6.0,108000
20,Female,Master's,Junior QA Tester,0.5,32700
44,Male,Master's,VP of Engineering,23.4,225300
22,Female,Bachelor's,Junior Cloud Support Engineer,0.1,26900
25,Female,Bachelor's,Mobile App Developer,3.3,64800
26,Female,Bachelor's,Full Stack Developer,3.6,64300
22,Male,Bachelor's,Junior DevOps Engineer,0.8,34100
24,Female,Bachelor's,Cloud Support Engineer,4.2,69500
27,Male,Bachelor's,Mobile App Developer,3.6,65500
21,Male,Master's,Web Developer,2.2,54200
20,Female,Bachelor's,Junior Cloud Support Engineer,1.2,37500
22,Female,Bachelor's,Cloud Support Engineer,2.9,59200
29,Female,Master's,Senior Cybersecurity Analyst,7.7,114400
35,Male,Master's,VP of Data & Analytics,15.7,185300
24,Male,PhD,Database Administrator,5.3,91600
26,Male,PhD,Data Engineer,7.0,119200
22,Female,Master's,Junior Cybersecurity Analyst,0.4,33700
36,Male,Bachelor's,Engineering Manager,14.0,156100
22,Male,Master's,Junior Data Analyst,1.4,44100
23,Female,Master's,Junior Mobile App Developer,0.8,40000
24,Female,Bachelor's,Backend Developer,3.7,66400
27,Male,Master's,Senior Cybersecurity Analyst,6.5,102000
23,Female,Bachelor's,Junior UI/UX Designer,0.8,35000
23,Female,Master's,Automation Engineer,4.9,81700
25,Male,Bachelor's,Automation Engineer,4.2,81600
22,Female,Master's,Mobile App Developer,3.0,71200
27,Female,Bachelor's,Cybersecurity Analyst,4.9,78500
30,Male,Bachelor's,Senior Full Stack Developer,10.6,133700
21,Male,Bachelor's,Junior Database Administrator,0.2,28800
22,Female,Bachelor's,Junior Web Developer,1.2,38600
32,Male,Master's,Data Scientist,11.3,165400
28,Female,Bachelor's,Senior System Administrator,6.5,92300
32,Female,Master's,Data Scientist,9.6,142400
22,Male,Bachelor's,Junior Software Developer,0.1,27900
34,Male,Master's,IT Project Manager,11.5,156600
24,Male,Bachelor's,Web Developer,5.8,92400
23,Female,Master's,Backend Developer,2.8,54400
21,Female,Bachelor's,Junior Software Developer,1.6,41600
32,Male,Bachelor's,IT Project Manager,10.4,131700
21,Female,Bachelor's,Junior Software Developer,1.4,38700
27,Female,Master's,Cybersecurity Analyst,5.1,86900
27,Female,Bachelor's,System Administrator,4.2,69200
24,Female,Bachelor's,Network Engineer,5.4,85400
31,Female,Bachelor's,Information Security Analyst,8.3,116300
22,Male,Master's,QA Engineer,3.5,60100
23,Male,Bachelor's,Junior UI/UX Designer,1.8,45300
26,Female,Bachelor's,Data Analyst,3.2,55800
21,Female,Bachelor's,Trainee Software Engineer,1.4,36400
31,Male,Master's,Senior Web Developer,8.6,123700
27,Female,Bachelor's,Senior Backend Developer,7.2,97800
20,Female,Master's,Junior Data Analyst,1.7,46900
25,Female,Bachelor's,Technical Support Engineer,3.4,66100
25,Female,Master's,Full Stack Developer,2.6,58100
28,Male,Master's,Site Reliability Engineer,6.9,109300
21,Male,Master's,Junior Business Intelligence Analyst,1.0,36600
23,Female,Bachelor's,Frontend Developer,4.4,77000
30,Female,Master's,Senior Full Stack Developer,9.6,142700
31,Female,Master's,Senior System Administrator,8.3,109800
22,Female,Bachelor's,Junior UI/UX Designer,0.2,26600
21,Male,Bachelor's,Data Analyst,2.1,43600
32,Female,PhD,Senior Cybersecurity Analyst,12.0,182700
38,Female,Master's,Lead Software Engineer,17.2,191500
29,Male,Bachelor's,Senior Data Engineer,7.7,108200
26,Female,PhD,Senior Data Engineer,7.4,112900
32,Female,Master's,Platform Engineer,11.8,162200
24,Female,Master's,UI/UX Designer,5.5,87900
38,Male,PhD,Network Manager,15.1,186100
19,Female,Master's,Junior Business Intelligence Analyst,0.1,31800
36,Female,Master's,Lead Data Engineer,16.0,177300
25,Female,PhD,UI/UX Designer,2.9,71700
23,Female,Bachelor's,Network Engineer,4.2,72400
24,Male,Master's,Junior Cybersecurity Analyst,1.1,40000
28,Female,Master's,IT Consultant,5.1,90900
27,Male,Master's,Senior Full Stack Developer,6.3,88600
34,Female,Master's,Lead Software Engineer,15.9,186100
21,Female,Master's,Junior Database Administrator,1.0,36400
25,Male,Bachelor's,Backend Developer,5.2,81000
26,Female,Master's,DevOps Engineer,4.2,79100
25,Male,Master's,System Administrator,2.5,64200
29,Female,Bachelor's,IT Project Manager,8.1,112400
22,Male,Bachelor's,Frontend Developer,3.7,72200
27,Female,Master's,Senior UI/UX Designer,8.2,116600
24,Male,Master's,Full Stack Developer,3.6,72500
24,Male,Bachelor's,Junior QA Tester,1.1,36200
33,Female,Master's,Site Reliability Engineer,10.4,143400
28,Male,Master's,Site Reliability Engineer,6.9,102000
45,Female,Master's,VP of Engineering,23.7,242300
27,Male,Master's,Network Engineer,3.9,69700
27,Male,Master's,Data Analyst,4.3,82500
29,Male,PhD,Data Engineer,7.1,117100
29,Female,Master's,Senior Automation Engineer,9.1,128200
30,Male,PhD,Site Reliability Engineer,8.5,131500
,,,,,
31,Female,Master's,Cloud Solutions Architect,8.9,129100
25,Female,Bachelor's,Network Engineer,5.1,77500
22,Male,Master's,System Administrator,3.3,61800
29,Male,Master's,Senior Automation Engineer,9.0,132900
25,Female,Bachelor's,IT Business Analyst,2.4,52700
19,Female,Bachelor's,Junior Cloud Support Engineer,0.2,29400
33,Male,PhD,Solutions Architect,10.2,144900
22,Female,Master's,Trainee Software Engineer,0.5,35200
20,Male,Bachelor's,Junior Cybersecurity Analyst,1.8,43200
20,Female,Bachelor's,Help Desk Technician,1.1,37600
30,Male,Master's,Senior IT Consultant,9.0,137900
24,Male,Master's,Junior Business Intelligence Analyst,1.7,45600
33,Male,Master's,Lead Data Engineer,12.8,160200
21,Female,Master's,Junior Database Administrator,2.0,48400
